-----------------------------------
Unigrams and their probabilities:
typo has probability 5.8991829631596025e-06
clear-cut has probability 5.8991829631596025e-06
violation? has probability 5.8991829631596025e-06
editorials? has probability 5.8991829631596025e-06
obstruction? has probability 5.8991829631596025e-06
happiness? has probability 5.8991829631596025e-06
aoun? has probability 5.8991829631596025e-06
regard has probability 5.8991829631596025e-06
\""colonial has probability 5.8991829631596025e-06
aberration\""? has probability 5.8991829631596025e-06
accepted has probability 5.8991829631596025e-06
nyse has probability 5.8991829631596025e-06
short-sellers? has probability 5.8991829631596025e-06
'factory has probability 5.8991829631596025e-06
giveaways'? has probability 5.8991829631596025e-06
giveaways has probability 5.8991829631596025e-06
slumped? has probability 5.8991829631596025e-06
forth? has probability 5.8991829631596025e-06
forfeitable has probability 5.8991829631596025e-06
procter has probability 5.8991829631596025e-06
gamble has probability 5.8991829631596025e-06
adjusted has probability 5.8991829631596025e-06
split. has probability 5.8991829631596025e-06
adjusted? has probability 5.8991829631596025e-06
cookies? has probability 5.8991829631596025e-06
\""comprehensive\""? has probability 5.8991829631596025e-06
overhauled? has probability 5.8991829631596025e-06
overhaul has probability 5.8991829631596025e-06
trade-distorting? has probability 5.8991829631596025e-06
distortion, has probability 5.8991829631596025e-06
flexibility? has probability 5.8991829631596025e-06
phased has probability 5.8991829631596025e-06
u.s.'s has probability 5.8991829631596025e-06
merit? has probability 5.8991829631596025e-06
merit has probability 5.8991829631596025e-06
merit-less? has probability 5.8991829631596025e-06
absolved has probability 5.8991829631596025e-06
liability? has probability 5.8991829631596025e-06
1990's? has probability 5.8991829631596025e-06
industry, has probability 5.8991829631596025e-06
commercial? has probability 5.8991829631596025e-06
uli's has probability 5.8991829631596025e-06
overbuilt? has probability 5.8991829631596025e-06
\""financially has probability 5.8991829631596025e-06
troubled?\ has probability 5.8991829631596025e-06
financially has probability 5.8991829631596025e-06
. has probability 5.8991829631596025e-06
blue-chip has probability 5.8991829631596025e-06
advertiser? has probability 5.8991829631596025e-06
euphoria has probability 5.8991829631596025e-06
damper has probability 5.8991829631596025e-06
euphoria? has probability 5.8991829631596025e-06
magazines has probability 5.8991829631596025e-06
in-depth has probability 5.8991829631596025e-06
(assuming has probability 5.8991829631596025e-06
paragraph) has probability 5.8991829631596025e-06
undermined? has probability 5.8991829631596025e-06
collection has probability 5.8991829631596025e-06
writings? has probability 5.8991829631596025e-06
atsushi has probability 5.8991829631596025e-06
kageyama? has probability 5.8991829631596025e-06
severe? has probability 5.8991829631596025e-06
exposed has probability 5.8991829631596025e-06
vague; has probability 5.8991829631596025e-06
generate? has probability 5.8991829631596025e-06
downsides has probability 5.8991829631596025e-06
applaud? has probability 5.8991829631596025e-06
'analysts'? has probability 5.8991829631596025e-06
backs has probability 5.8991829631596025e-06
sharper has probability 5.8991829631596025e-06
crawl? has probability 5.8991829631596025e-06
leaning has probability 5.8991829631596025e-06
'this' has probability 5.8991829631596025e-06
column has probability 5.8991829631596025e-06
deteriorate? has probability 5.8991829631596025e-06
dominoes has probability 5.8991829631596025e-06
people' has probability 5.8991829631596025e-06
exceeding has probability 5.8991829631596025e-06
'them' has probability 5.8991829631596025e-06
staple? has probability 5.8991829631596025e-06
16% has probability 5.8991829631596025e-06
sear's has probability 5.8991829631596025e-06
retailing? has probability 5.8991829631596025e-06
6.9 has probability 5.8991829631596025e-06
blue? has probability 5.8991829631596025e-06
profitability? has probability 5.8991829631596025e-06
bet, has probability 5.8991829631596025e-06
high-risk? has probability 5.8991829631596025e-06
otherwise has probability 5.8991829631596025e-06
even? has probability 5.8991829631596025e-06
seesaw has probability 5.8991829631596025e-06
ual's has probability 5.8991829631596025e-06
djia has probability 5.8991829631596025e-06
stands has probability 5.8991829631596025e-06
org has probability 5.8991829631596025e-06
continues has probability 5.8991829631596025e-06
precondition has probability 5.8991829631596025e-06
dialogue? has probability 5.8991829631596025e-06
would? has probability 5.8991829631596025e-06
restaurants? has probability 5.8991829631596025e-06
info? has probability 5.8991829631596025e-06
blatantly has probability 5.8991829631596025e-06
\""crabby? has probability 5.8991829631596025e-06
suggested has probability 5.8991829631596025e-06
philosophy? has probability 5.8991829631596025e-06
deeply has probability 5.8991829631596025e-06
disturbed? has probability 5.8991829631596025e-06
drafted has probability 5.8991829631596025e-06
appoint has probability 5.8991829631596025e-06
congressmen has probability 5.8991829631596025e-06
citation? has probability 5.8991829631596025e-06
sell-off has probability 5.8991829631596025e-06
particularly? has probability 5.8991829631596025e-06
pound? has probability 5.8991829631596025e-06
strengthen? has probability 5.8991829631596025e-06
clinical has probability 5.8991829631596025e-06
chemistry? has probability 5.8991829631596025e-06
specialties? has probability 5.8991829631596025e-06
fridays has probability 5.8991829631596025e-06
date>? has probability 5.8991829631596025e-06
preexisting has probability 5.8991829631596025e-06
insulin has probability 5.8991829631596025e-06
\""production has probability 5.8991829631596025e-06
operations\"" has probability 5.8991829631596025e-06
retrenching? has probability 5.8991829631596025e-06
committees? has probability 5.8991829631596025e-06
clue? has probability 5.8991829631596025e-06
mountaintop? has probability 5.8991829631596025e-06
frozen has probability 5.8991829631596025e-06
mountaintop has probability 5.8991829631596025e-06
reseachers has probability 5.8991829631596025e-06
temperatures has probability 5.8991829631596025e-06
widespread? has probability 5.8991829631596025e-06
melt has probability 5.8991829631596025e-06
caps? has probability 5.8991829631596025e-06
part, has probability 5.8991829631596025e-06
titanium has probability 5.8991829631596025e-06
structural has probability 5.8991829631596025e-06
ntsb has probability 5.8991829631596025e-06
metallurgy has probability 5.8991829631596025e-06
metal has probability 5.8991829631596025e-06
welded has probability 5.8991829631596025e-06
112 has probability 5.8991829631596025e-06
negligence? has probability 5.8991829631596025e-06
hewlett-packard has probability 5.8991829631596025e-06
communications? has probability 5.8991829631596025e-06
foresee has probability 5.8991829631596025e-06
processing? has probability 5.8991829631596025e-06
tentative? has probability 5.8991829631596025e-06
three-month has probability 5.8991829631596025e-06
b&h has probability 5.8991829631596025e-06
whittle has probability 5.8991829631596025e-06
method's has probability 5.8991829631596025e-06
colonists has probability 5.8991829631596025e-06
metrics? has probability 5.8991829631596025e-06
thoughts? has probability 5.8991829631596025e-06
roil has probability 5.8991829631596025e-06
\""program has probability 5.8991829631596025e-06
trading\""? has probability 5.8991829631596025e-06
mean> has probability 5.8991829631596025e-06
painewebber? has probability 5.8991829631596025e-06
contel? has probability 5.8991829631596025e-06
jim has probability 5.8991829631596025e-06
packaging has probability 5.8991829631596025e-06
\""closely\""? has probability 5.8991829631596025e-06
innopac? has probability 5.8991829631596025e-06
innopac's has probability 5.8991829631596025e-06
write-down? has probability 5.8991829631596025e-06
innopac has probability 5.8991829631596025e-06
aug. has probability 5.8991829631596025e-06
b has probability 5.8991829631596025e-06
surtax has probability 5.8991829631596025e-06
allowable has probability 5.8991829631596025e-06
expects? has probability 5.8991829631596025e-06
extrusion? has probability 5.8991829631596025e-06
5.3 has probability 5.8991829631596025e-06
$778.6 has probability 5.8991829631596025e-06
cage has probability 5.8991829631596025e-06
phrase? has probability 5.8991829631596025e-06
ton has probability 5.8991829631596025e-06
metric has probability 5.8991829631596025e-06
ton? has probability 5.8991829631596025e-06
pulp has probability 5.8991829631596025e-06
debentures has probability 5.8991829631596025e-06
jayark? has probability 5.8991829631596025e-06
refereed has probability 5.8991829631596025e-06
rosalco has probability 5.8991829631596025e-06
import? has probability 5.8991829631596025e-06
kofcoh has probability 5.8991829631596025e-06
dataproducts has probability 5.8991829631596025e-06
devices? has probability 5.8991829631596025e-06
electronic has probability 5.8991829631596025e-06
\""unconsolidated has probability 5.8991829631596025e-06
pretax has probability 5.8991829631596025e-06
mean?\ has probability 5.8991829631596025e-06
15.2% has probability 5.8991829631596025e-06
burt has probability 5.8991829631596025e-06
sugarman's has probability 5.8991829631596025e-06
sugarman has probability 5.8991829631596025e-06
relocation? has probability 5.8991829631596025e-06
u.s.a.? has probability 5.8991829631596025e-06
claimed has probability 5.8991829631596025e-06
\""catastrophes\"" has probability 5.8991829631596025e-06
worker's has probability 5.8991829631596025e-06
compensation, has probability 5.8991829631596025e-06
life, has probability 5.8991829631596025e-06
quack has probability 5.8991829631596025e-06
\""year-earlier\"" has probability 5.8991829631596025e-06
greatly? has probability 5.8991829631596025e-06
billion, has probability 5.8991829631596025e-06
transations has probability 5.8991829631596025e-06
smallest? has probability 5.8991829631596025e-06
ammonium has probability 5.8991829631596025e-06
perchlorate has probability 5.8991829631596025e-06
relocating has probability 5.8991829631596025e-06
\""perchlorate\"" has probability 5.8991829631596025e-06
explosions has probability 5.8991829631596025e-06
leveled has probability 5.8991829631596025e-06
christmas has probability 5.8991829631596025e-06
shopping has probability 5.8991829631596025e-06
momentum has probability 5.8991829631596025e-06
6.6% has probability 5.8991829631596025e-06
